index_key,index_label,period,start,end,direction,n_obs,lag,ks_stat,pvalue,reject,stars,cv_5,n_eff,elapsed
nikkei225,NI 225,2020-2023,2020-09-27,2023-09-26,V_t -> P_t,735,6,1.3481687381140919,0.33933933933933935,False,,1.6775494215141735,729,10.39073130000179
nikkei225,NI 225,2020-2023,2020-09-27,2023-09-26,V_t -> P_t,735,7,0.943425356432029,0.923923923923924,False,,1.6551229482572218,728,11.73712869999872
nikkei225,NI 225,2020-2023,2020-09-27,2023-09-26,V_t -> P_t,735,8,1.1060784419844523,0.4494494494494494,False,,1.5035465211781918,727,12.215780700000323
nikkei225,NI 225,2020-2023,2020-09-27,2023-09-26,V_t -> P_t,735,9,0.8385200076204736,0.8018018018018018,False,,1.3376474618269003,726,13.908067099997425
nikkei225,NI 225,2020-2023,2020-09-27,2023-09-26,V_t -> P_t,735,10,0.6697423210086371,0.9119119119119119,False,,1.164553128959835,725,15.531458499997825
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,1,0.44851243685494474,0.7907907907907908,False,,1.0701663445169531,736,4.6473570999987714
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,2,1.0671279829420774,0.38538538538538536,False,,1.4999745163976594,735,7.020459400002437
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,3,1.0778128063128554,0.4624624624624625,False,,1.554701248992332,734,7.511762300000555
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,4,1.2199215910947296,0.46046046046046046,False,,1.6701344314785165,733,8.14082580000104
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,5,0.9027071972015946,0.9029029029029029,False,,1.6102039507043098,732,8.990501100000984
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,6,1.0656519197793104,0.6166166166166166,False,,1.59926805377462,731,9.39797019999969
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,7,0.9365017548205774,0.7767767767767768,False,,1.482062927569804,730,10.09279450000031
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,8,1.0070064537011323,0.4574574574574575,False,,1.3399969747566802,729,9.980381900000793
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,9,0.7787217749170463,0.8058058058058059,False,,1.239516773888345,728,9.367195599999832
nikkei225,NI 225,2021-2024,2021-09-27,2024-09-26,V_t -> P_t,737,10,0.6819502923647153,0.8108108108108109,False,,1.0879589627010269,727,9.346898199997668
