dgp,n,lag,rep,causal,method,stat,pvalue,reject,elapsed
S1,500,1,14,False,nhkj,0.4027541127119235,0.3435645606667811,False,0.10849469999811845
S1,500,1,18,False,drgc,0.5341478095818769,0.6312625250501002,False,4.735168799998064
S1,500,1,18,False,drgc_naive,0.46227758518771,0.9679358717434869,False,1.0491254000007757
S1,500,1,18,False,nhkj,1.0997746241420265,0.13571516565388414,False,0.11226909999822965
S1,500,1,11,False,drgc,0.27000448614726674,0.935871743486974,False,4.774761000000581
S1,500,1,11,False,drgc_naive,0.37598344053493754,0.9879759519038076,False,1.049013100004231
S1,500,1,11,False,nhkj,1.698232083315984,0.04473198371543044,True,0.11371009999857051
S1,500,1,13,False,drgc,0.17795685960508364,0.9959919839679359,False,4.776734899998701
S1,500,1,13,False,drgc_naive,0.13454773898749198,1.0,False,1.0662033000044175
S1,500,1,13,False,nhkj,0.06379464241882164,0.47456687215073595,False,0.10936610000499059
S1,500,1,19,False,drgc,0.8584386990849417,0.2565130260521042,False,4.7346734999955515
S1,500,1,19,False,drgc_naive,0.9921098453853928,0.5470941883767535,False,1.0627593000026536
S1,500,1,19,False,nhkj,0.7370562315682059,0.2305440771435167,False,0.10434189999796217
S1,500,1,16,False,drgc,0.763014816267279,0.3406813627254509,False,4.786290999996709
S1,500,1,16,False,drgc_naive,0.7712906593800403,0.6933867735470942,False,1.0556168000039179
S1,500,1,16,False,nhkj,2.4052538084798485,0.008080618553819004,True,0.10147159999905853
S1,500,1,17,False,drgc,0.4202013039597494,0.8356713426853707,False,4.914495899996837
S1,500,1,17,False,drgc_naive,0.5374234727327354,0.9458917835671342,False,1.076036300000851
S1,500,1,17,False,nhkj,3.696569631958136,0.0001092661698595646,True,0.08953070000279695
S1,500,1,20,False,drgc,0.4768921355050655,0.6933867735470942,False,4.682039200000872
S1,500,1,20,False,drgc_naive,0.27763896720480435,0.9979959919839679,False,1.078615099999297
S1,500,1,20,False,nhkj,-0.35568811767777414,0.6389629277061818,False,0.0988084999989951
S1,500,1,21,False,drgc,0.8741639974241554,0.17635270541082165,False,4.7568768999990425
S1,500,1,21,False,drgc_naive,0.9375731573004635,0.5270541082164328,False,1.0945876999976463
S1,500,1,21,False,nhkj,0.8962922735636749,0.18504834229995665,False,0.09887909999815747
S1,500,1,25,False,drgc,0.7342815464213873,0.38276553106212424,False,5.363721299996541
S1,500,1,25,False,drgc_naive,0.7696971126229509,0.7755511022044088,False,1.2427809000000707
S1,500,1,25,False,nhkj,-0.17296862300715846,0.5686619544713178,False,0.10762790000444511
S1,500,1,26,False,drgc,0.5923437160117591,0.5891783567134269,False,5.373584600005415
S1,500,1,26,False,drgc_naive,0.6350312266119673,0.8657314629258517,False,1.2300958999985596
S1,500,1,26,False,nhkj,1.8813025798516618,0.029965385144320417,True,0.10492189999786206
S1,500,1,29,False,drgc,0.4720434554028572,0.7474949899799599,False,5.367019299999811
S1,500,1,29,False,drgc_naive,0.407172923400789,0.9739478957915831,False,1.220983300001535
S1,500,1,29,False,nhkj,-0.5121591546698989,0.6957301865876725,False,0.10791869999957271
S1,500,1,24,False,drgc,1.0009800402977063,0.10821643286573146,False,5.4159650999936275
S1,500,1,24,False,drgc_naive,0.9457923549004751,0.5571142284569138,False,1.243057100000442
S1,500,1,24,False,nhkj,0.06607067741797316,0.4736607779279395,False,0.09591969999746652
S1,500,1,22,False,drgc,1.1884055296287317,0.02404809619238477,True,5.457660700005363
S1,500,1,22,False,drgc_naive,1.0849929645691847,0.34468937875751504,False,1.2406184999999823
S1,500,1,22,False,nhkj,2.3293553860027916,0.009920123239614916,True,0.0978880000038771
S1,500,1,27,False,drgc,0.42815027685162127,0.9018036072144289,False,5.459396999998717
S1,500,1,27,False,drgc_naive,0.4574639309575814,0.9919839679358717,False,1.2499609000005876
S1,500,1,27,False,nhkj,0.1692850482911238,0.432786217992854,False,0.09163389999594074
S1,500,1,28,False,drgc,0.5867788166828332,0.657314629258517,False,5.45756899999833
S1,500,1,28,False,drgc_naive,0.5672512281564873,0.9398797595190381,False,1.2580163999955403
S1,500,1,28,False,nhkj,0.1723241146489171,0.4315913635894951,False,0.09582080000109272
S1,500,1,23,False,drgc,1.193673274428874,0.02404809619238477,True,5.525452900001255
S1,500,1,23,False,drgc_naive,1.1199230144793693,0.34468937875751504,False,1.2407642000034684
S1,500,1,23,False,nhkj,1.3089265811230093,0.09527961080297531,False,0.09984000000258675
S1,500,1,30,False,drgc,0.47729516990854776,0.8857715430861723,False,5.370717899997544
S1,500,1,30,False,drgc_naive,0.4632264863633263,0.969939879759519,False,1.2296841999996104
S1,500,1,30,False,nhkj,1.1615229797551212,0.12271464176951358,False,0.0944143999950029
S1,500,1,31,False,drgc,0.36811641016916297,0.9018036072144289,False,5.341023299995868
S1,500,1,31,False,drgc_naive,0.5353266141541284,0.9418837675350702,False,1.2525462999983574
S1,500,1,31,False,nhkj,1.231190227767211,0.10912586273099739,False,0.09549569999944651
S1,500,1,32,False,drgc,0.5236199219948392,0.6953907815631263,False,5.521930400005658
S1,500,1,32,False,drgc_naive,0.3435483732181273,0.9879759519038076,False,1.2615270000023884
S1,500,1,32,False,nhkj,-0.05094955201217272,0.5203171400206137,False,0.1137629000004381
S1,500,1,35,False,drgc,0.6369981080691273,0.48296593186372744,False,5.2845261999973445
S1,500,1,35,False,drgc_naive,0.5716155041382089,0.8977955911823647,False,1.0878926000004867
S1,500,1,35,False,nhkj,0.7166073222989949,0.23680821255940665,False,0.1000075999982073
S1,500,1,33,False,drgc,0.8839608082472294,0.3226452905811623,False,5.306250800000271
S1,500,1,33,False,drgc_naive,0.9711692610836207,0.6212424849699398,False,1.0944048999954248
S1,500,1,33,False,nhkj,-0.12946158251183779,0.5515037891019935,False,0.10202249999565538
S1,500,1,34,False,drgc,0.3668325521912028,0.8296593186372746,False,5.302844099998765
S1,500,1,34,False,drgc_naive,0.5411626743015617,0.8937875751503006,False,1.0956162000002223
S1,500,1,34,False,nhkj,0.29098751956208974,0.3855304323248343,False,0.10793060000287369
S1,500,1,36,False,drgc,0.9760098348576386,0.1523046092184369,False,5.2821465999950306
S1,500,1,36,False,drgc_naive,1.0257574247440262,0.5230460921843687,False,1.1068557999969926
S1,500,1,36,False,nhkj,1.156374334662808,0.12376403743520775,False,0.11946680000255583
S1,500,1,37,False,drgc,0.41909663426788235,0.8877755511022044,False,5.312216300000728
S1,500,1,37,False,drgc_naive,0.40471890428282337,0.9819639278557114,False,1.1011381999996956
S1,500,1,37,False,nhkj,-0.49466545684814095,0.6895818555815634,False,0.11378100000001723
S1,500,1,42,False,drgc,0.3828783035263756,0.7655310621242485,False,5.184922200001893
S1,500,1,42,False,drgc_naive,0.3542144004287578,0.9919839679358717,False,1.1045566999964649
S1,500,1,42,False,nhkj,-0.22380273062091308,0.5885445974336856,False,0.12782080000033602
S1,500,1,39,False,drgc,0.6082748747817085,0.48096192384769537,False,5.259750299999723
S1,500,1,39,False,drgc_naive,0.5663018315507744,0.9318637274549099,False,1.1207853000014438
S1,500,1,39,False,nhkj,1.2480940998416994,0.10599829937138949,False,0.12325760000385344
S1,500,1,40,False,drgc,0.523046252813965,0.6412825651302605,False,5.26023559999885
S1,500,1,40,False,drgc_naive,0.6010025690083698,0.9118236472945892,False,1.1152507000006153
S1,500,1,40,False,nhkj,0.679470674133267,0.2484198414242898,False,0.1327984999952605
S1,500,1,41,False,drgc,0.5454118316788994,0.5531062124248497,False,5.266357600004994
S1,500,1,41,False,drgc_naive,0.49942368627004996,0.9418837675350702,False,1.1152308999953675
S1,500,1,41,False,nhkj,-0.09778832835924403,0.5389498122092393,False,0.1279447999986587
S1,500,1,38,False,drgc,0.4869222843184425,0.7454909819639278,False,5.354512400001113
S1,500,1,38,False,drgc_naive,0.4042275639468425,0.9839679358717435,False,1.1641017000001739
S1,500,1,38,False,nhkj,-0.05643197684981546,0.5225011581539349,False,0.13037370000529336
S1,500,1,43,False,drgc,0.6441676146772429,0.5571142284569138,False,5.281061599998793
S1,500,1,43,False,drgc_naive,0.8861254796789332,0.7114228456913828,False,1.2680863999994472
S1,500,1,43,False,nhkj,-0.3916908327726087,0.6523566678498534,False,0.10409320000326261
S1,500,1,49,False,drgc,0.8645394377328937,0.21643286573146292,False,4.597273499995936
S1,500,1,49,False,drgc_naive,0.72250827306525,0.7214428857715431,False,1.0881678000005195
S1,500,1,49,False,nhkj,2.812028747677513,0.0024615051586323873,True,0.10002450000320096
S1,500,1,44,False,drgc,0.29419743084304273,0.9218436873747495,False,4.746956499999214
S1,500,1,44,False,drgc_naive,0.24367364639265465,1.0,False,1.0933456999991904
S1,500,1,44,False,nhkj,0.35211496817354515,0.3623760216867822,False,0.09782319999794709
S1,500,1,47,False,drgc,0.4567997527574769,0.7434869739478958,False,4.674856200006616
S1,500,1,47,False,drgc_naive,0.6157529722336313,0.8897795591182365,False,1.112096599994402
S1,500,1,47,False,nhkj,0.44017633797836764,0.32990469800513444,False,0.0932771000007051
S1,500,1,45,False,drgc,1.202292613346201,0.10821643286573146,False,4.787494399999559
S1,500,1,45,False,drgc_naive,0.9484911621728533,0.593186372745491,False,1.1073413000049186
S1,500,1,45,False,nhkj,1.1765714831456682,0.11968329270698153,False,0.10024619999603601
S1,500,1,52,False,drgc,0.7250352303837255,0.3346693386773547,False,4.6601599999994505
S1,500,1,52,False,drgc_naive,0.46151787519719173,0.9879759519038076,False,1.0913025000045309
S1,500,1,52,False,nhkj,1.024048260147706,0.15290624040040646,False,0.10318370000459254
S1,500,1,51,False,drgc,0.6436231886320145,0.39478957915831664,False,4.707909899996594
S1,500,1,51,False,drgc_naive,0.7510452926824327,0.7354709418837675,False,1.0898060999970767
S1,500,1,51,False,nhkj,1.3012081581419155,0.09659360678045231,False,0.09942009999940637
S1,500,1,48,False,drgc,1.0341016372760659,0.12024048096192384,False,4.760459099998116
S1,500,1,48,False,drgc_naive,0.8951092589204435,0.6032064128256514,False,1.1066140999973868
S1,500,1,48,False,nhkj,0.9110787892967981,0.1811269306925537,False,0.10141289999592118
S1,500,1,46,False,drgc,0.6655258858802856,0.6012024048096193,False,4.8307055999976
S1,500,1,46,False,drgc_naive,0.5578214429628144,0.9539078156312625,False,1.1028748000026098
S1,500,1,46,False,nhkj,0.4179740819847864,0.3379830334841454,False,0.09622800000215648
S1,500,1,50,False,drgc,0.518060409397874,0.749498997995992,False,4.739784999997937
S1,500,1,50,False,drgc_naive,0.504030076023855,0.9559118236472945,False,1.1245681000000332
S1,500,1,50,False,nhkj,0.19883269457165795,0.4211968100043073,False,0.1039673000050243
S1,500,1,53,False,drgc,0.49350993186975317,0.7975951903807615,False,4.614607499999693
S1,500,1,53,False,drgc_naive,0.3377945240393639,0.9979959919839679,False,1.1222587000011117
S1,500,1,53,False,nhkj,0.011242226885896024,0.49551509484233136,False,0.10886549999850104
S1,500,1,54,False,drgc,1.0153385483026227,0.14228456913827656,False,4.598191599994607
S1,500,1,54,False,drgc_naive,1.016612286252933,0.4749498997995992,False,1.1903280999977142
S1,500,1,54,False,nhkj,1.0070643766254708,0.15695191937593428,False,0.14638449999620207
S1,500,1,56,False,drgc,0.9409299818595099,0.27655310621242485,False,4.531077200001164
S1,500,1,56,False,drgc_naive,0.7487899185184003,0.8216432865731463,False,1.049172400002135
S1,500,1,56,False,nhkj,1.4557891674921104,0.07272545560926717,False,0.09193709999817656
S1,500,1,55,False,drgc,1.2549165969392435,0.02404809619238477,True,4.559888800002227
S1,500,1,55,False,drgc_naive,1.239923738463921,0.27655310621242485,False,1.0478436000048532
